name,threads,delay,time_ns,net_runtime_s,stdev_ns,p_ns,total_runtime_min
"Valois Queue",8,750,929.329554,9.293296,39.672232,0.042689,1.366895
"Valois Queue",8,1000,1169.999255,11.699993,40.161961,0.034326,1.784211
"Valois Queue",8,1000,1180.956160,11.809562,35.060970,0.029689,1.786622
"Valois Queue",8,1000,1170.843359,11.708434,47.490869,0.040561,1.786390
"Valois Queue",9,0,519.974442,5.199744,41.942601,0.080663,0.211425
"Valois Queue",9,0,516.784578,5.167846,50.741613,0.098187,0.209429
"Valois Queue",9,0,520.915251,5.209153,45.579538,0.087499,0.210123
"Valois Queue",9,250,541.045222,5.410452,46.453575,0.085859,0.536257
"Valois Queue",9,250,539.060596,5.390606,46.964279,0.087122,0.535849
"Valois Queue",9,250,541.679153,5.416792,46.471858,0.085792,0.536942
"Valois Queue",9,500,787.128660,7.871287,60.760090,0.077192,0.941084
"Valois Queue",9,500,794.338403,7.943384,48.509118,0.061069,0.940349
"Valois Queue",9,500,790.584448,7.905844,63.289272,0.080054,0.941610
"Valois Queue",9,750,1115.193799,11.151938,78.425842,0.070325,1.370082
"Valois Queue",9,750,1110.693502,11.106935,77.731971,0.069985,1.371055
"Valois Queue",9,750,1117.957518,11.179575,65.079953,0.058213,1.370881
"Valois Queue",9,1000,1416.210914,14.162109,72.932877,0.051499,1.788205
"Valois Queue",9,1000,1421.020830,14.210208,67.328206,0.047380,1.791088
"Valois Queue",9,1000,1417.199021,14.171990,78.010182,0.055045,1.789866
"Valois Queue",10,0,559.295828,5.592958,44.147644,0.078934,0.209993
"Valois Queue",10,0,556.836129,5.568361,48.637408,0.087346,0.209382
"Valois Queue",10,0,560.060076,5.600601,64.101692,0.114455,0.211290
"Valois Queue",10,250,601.287754,6.012878,69.256134,0.115180,0.537081
"Valois Queue",10,250,595.188956,5.951890,77.071970,0.129492,0.537633
"Valois Queue",10,250,597.107704,5.971077,71.085418,0.119050,0.538548
"Valois Queue",10,500,885.275827,8.852758,113.829485,0.128581,0.941218
"Valois Queue",10,500,894.254538,8.942545,103.602100,0.115853,0.943620
"Valois Queue",10,500,889.005448,8.890054,92.724152,0.104301,0.942317
"Valois Queue",10,750,1271.533348,12.715333,125.411676,0.098630,1.376316
"Valois Queue",10,750,1267.608896,12.676089,135.110930,0.106587,1.373728
"Valois Queue",10,750,1276.461097,12.764611,115.125544,0.090191,1.375619
"Valois Queue",10,1000,1610.812157,16.108122,152.640629,0.094760,1.794980
"Valois Queue",10,1000,1634.048993,16.340490,137.675737,0.084254,1.801736
"Valois Queue",10,1000,1611.096911,16.110969,152.276465,0.094517,1.796707
"Valois Queue",11,0,606.827296,6.068273,58.429251,0.096286,0.207669
"Valois Queue",11,0,620.263181,6.202632,45.272551,0.072989,0.209085
"Valois Queue",11,0,614.390637,6.143906,56.985565,0.092751,0.209641
"Valois Queue",11,250,691.397621,6.913976,70.112866,0.101407,0.535601
"Valois Queue",11,250,695.005281,6.950053,64.070195,0.092187,0.535321
"Valois Queue",11,250,693.016108,6.930161,64.530341,0.093115,0.535357
"Valois Queue",11,500,1041.104253,10.411043,88.475815,0.084983,0.939188
"Valois Queue",11,500,1045.372268,10.453723,79.387026,0.075941,0.938613
"Valois Queue",11,500,1049.290456,10.492905,90.740223,0.086478,0.939125
"Valois Queue",11,750,1490.273078,14.902731,108.317662,0.072683,1.369517
"Valois Queue",11,750,1492.179264,14.921793,108.772119,0.072895,1.370012
"Valois Queue",11,750,1484.238215,14.842382,123.123965,0.082954,1.370439
"Valois Queue",11,1000,1894.905878,18.949059,152.458594,0.080457,1.790071
"Valois Queue",11,1000,1907.607838,19.076078,144.546777,0.075774,1.789033
"Valois Queue",11,1000,1889.277843,18.892778,151.615120,0.080250,1.789634
"Valois Queue",12,0,689.488654,6.894887,43.323945,0.062835,0.208410
"Valois Queue",12,0,699.397611,6.993976,54.135686,0.077403,0.209744
"Valois Queue",12,0,683.935310,6.839353,54.164794,0.079196,0.207908
"Valois Queue",12,250,802.729650,8.027296,66.668150,0.083052,0.534963
"Valois Queue",12,250,819.083595,8.190836,48.871090,0.059666,0.535102
"Valois Queue",12,250,802.649268,8.026493,76.152803,0.094877,0.535510
"Valois Queue",12,500,1228.244527,12.282445,76.012701,0.061887,0.937689
"Valois Queue",12,500,1222.290319,12.222903,89.743315,0.073422,0.938858
"Valois Queue",12,500,1226.426573,12.264266,70.406449,0.057408,0.937540
"Valois Queue",12,750,1751.743464,17.517435,73.088890,0.041724,1.365637
"Valois Queue",12,750,1746.966630,17.469666,113.774434,0.065127,1.367127
"Valois Queue",12,750,1751.378710,17.513787,77.057472,0.043998,1.365277
"Valois Queue",12,1000,2220.805192,22.208052,106.832520,0.048105,1.784696
"Valois Queue",12,1000,2217.045803,22.170458,122.701918,0.055345,1.786223
"Valois Queue",12,1000,2239.769289,22.397693,84.055501,0.037529,1.785234
"MS Queue using DWCAS",1,0,94.450481,0.944505,0.127025,0.001345,0.321077
"MS Queue using DWCAS",1,0,94.429676,0.944297,0.057970,0.000614,0.320903
"MS Queue using DWCAS",1,0,94.380283,0.943803,0.073505,0.000779,0.320822
"MS Queue using DWCAS",1,250,76.498460,0.764985,0.407020,0.005321,1.314844
"MS Queue using DWCAS",1,250,76.646810,0.766468,0.305062,0.003980,1.314154
"MS Queue using DWCAS",1,250,76.898051,0.768981,0.501412,0.006520,1.315292
"MS Queue using DWCAS",1,500,71.106376,0.711064,0.826013,0.011617,2.343062
"MS Queue using DWCAS",1,500,72.070013,0.720700,0.178468,0.002476,2.347032
"MS Queue using DWCAS",1,500,72.197901,0.721979,0.145885,0.002021,2.347405
"MS Queue using DWCAS",1,750,80.444992,0.804450,0.299632,0.003725,3.423907
"MS Queue using DWCAS",1,750,80.154015,0.801540,0.174849,0.002181,3.422797
"MS Queue using DWCAS",1,750,80.171848,0.801718,0.235775,0.002941,3.422785
"MS Queue using DWCAS",1,1000,78.521833,0.785218,0.261119,0.003325,4.458886
"MS Queue using DWCAS",1,1000,78.845407,0.788454,0.134581,0.001707,4.459815
"MS Queue using DWCAS",1,1000,79.056346,0.790563,0.577352,0.007303,4.460323
"MS Queue using DWCAS",2,0,280.445901,2.804459,5.334432,0.019021,0.482449
"MS Queue using DWCAS",2,0,275.136233,2.751362,7.665892,0.027862,0.475414
"MS Queue using DWCAS",2,0,273.616346,2.736163,8.354075,0.030532,0.473670
"MS Queue using DWCAS",2,250,164.918638,1.649186,1.168449,0.007085,0.920796
"MS Queue using DWCAS",2,250,161.219412,1.612194,1.803527,0.011187,0.915506
"MS Queue using DWCAS",2,250,163.073697,1.630737,2.987632,0.018321,0.919328
"MS Queue using DWCAS",2,500,146.451556,1.464516,1.576123,0.010762,1.520588
"MS Queue using DWCAS",2,500,147.410598,1.474106,1.483717,0.010065,1.522474
"MS Queue using DWCAS",2,500,148.026557,1.480266,1.348267,0.009108,1.523272
"MS Queue using DWCAS",2,750,159.001549,1.590015,3.374979,0.021226,2.169364
"MS Queue using DWCAS",2,750,156.581015,1.565810,1.472509,0.009404,2.163279
"MS Queue using DWCAS",2,750,160.834542,1.608345,1.876153,0.011665,2.173575
"MS Queue using DWCAS",2,1000,152.963218,1.529632,2.821930,0.018448,2.788137
"MS Queue using DWCAS",2,1000,153.295071,1.532951,1.368652,0.008928,2.787689
"MS Queue using DWCAS",2,1000,156.443738,1.564437,2.412394,0.015420,2.795869
"MS Queue using DWCAS",3,0,445.283741,4.452837,8.875449,0.019932,0.509772
"MS Queue using DWCAS",3,0,444.787587,4.447876,8.373195,0.018825,0.507215
"MS Queue using DWCAS",3,0,448.568176,4.485682,9.219317,0.020553,0.513599
"MS Queue using DWCAS",3,250,272.669202,2.726692,7.242235,0.026561,0.814525
"MS Queue using DWCAS",3,250,280.396319,2.803963,4.144336,0.014780,0.823634
"MS Queue using DWCAS",3,250,276.441398,2.764414,4.538722,0.016418,0.817897
"MS Queue using DWCAS",3,500,177.926334,1.779263,2.599205,0.014608,1.198437
"MS Queue using DWCAS",3,500,178.146358,1.781464,2.078576,0.011668,1.197791
"MS Queue using DWCAS",3,500,180.210870,1.802109,2.048780,0.011369,1.199342
"MS Queue using DWCAS",3,750,179.793976,1.797940,0.844347,0.004696,1.685536
"MS Queue using DWCAS",3,750,177.501553,1.775016,2.356920,0.013278,1.683694
"MS Queue using DWCAS",3,750,178.190280,1.781903,1.252709,0.007030,1.684000
"MS Queue using DWCAS",3,1000,173.118113,1.731181,1.286492,0.007431,2.169479
"MS Queue using DWCAS",3,1000,172.274407,1.722744,1.758671,0.010209,2.167935
"MS Queue using DWCAS",3,1000,172.326984,1.723270,1.214213,0.007046,2.168019
"MS Queue using DWCAS",4,0,670.865787,6.708658,6.955696,0.010368,0.571124
"MS Queue using DWCAS",4,0,670.848463,6.708485,5.513814,0.008219,0.571101
"MS Queue using DWCAS",4,0,668.568960,6.685690,7.023439,0.010505,0.569293
"MS Queue using DWCAS",4,250,395.425280,3.954253,3.815311,0.009649,0.771409
"MS Queue using DWCAS",4,250,394.252157,3.942522,5.882661,0.014921,0.772929
"MS Queue using DWCAS",4,250,394.259576,3.942596,7.148682,0.018132,0.774584
"MS Queue using DWCAS",4,500,269.242145,2.692421,1.390681,0.005165,1.085366
"MS Queue using DWCAS",4,500,270.963023,2.709630,5.809040,0.021438,1.090056
"MS Queue using DWCAS",4,500,270.123402,2.701234,6.878866,0.025466,1.091852
"MS Queue using DWCAS",4,750,205.699817,2.056998,9.186906,0.044662,1.458791
"MS Queue using DWCAS",4,750,205.097413,2.050974,8.763841,0.042730,1.460811
"MS Queue using DWCAS",4,750,206.424625,2.064246,10.050010,0.048686,1.461188
"MS Queue using DWCAS",4,1000,191.248210,1.912482,11.394311,0.059579,1.872554
"MS Queue using DWCAS",4,1000,189.509235,1.895092,9.952334,0.052516,1.869728
"MS Queue using DWCAS",4,1000,191.412106,1.914121,14.506342,0.075786,1.871283
"MS Queue using DWCAS",5,0,838.207803,8.382078,29.235725,0.034879,0.580235
"MS Queue using DWCAS",5,0,835.290783,8.352908,28.692499,0.034350,0.581962
"MS Queue using DWCAS",5,0,839.368123,8.393681,25.891254,0.030846,0.579307
"MS Queue using DWCAS",5,250,549.591798,5.495918,31.516343,0.057345,0.787034
"MS Queue using DWCAS",5,250,552.965140,5.529651,30.149202,0.054523,0.787834
"MS Queue using DWCAS",5,250,551.983665,5.519837,30.477036,0.055214,0.788494
"MS Queue using DWCAS",5,500,449.749289,4.497493,47.898868,0.106501,1.112849
"MS Queue using DWCAS",5,500,457.047183,4.570472,40.957518,0.089613,1.113405
"MS Queue using DWCAS",5,500,453.534075,4.535341,41.561635,0.091639,1.109917
"MS Queue using DWCAS",5,750,429.510390,4.295104,48.174758,0.112162,1.480904
"MS Queue using DWCAS",5,750,438.852808,4.388528,42.812186,0.097555,1.480121
"MS Queue using DWCAS",5,750,439.275832,4.392758,54.004651,0.122940,1.487580
"MS Queue using DWCAS",5,1000,479.215570,4.792156,56.680150,0.118277,1.896763
"MS Queue using DWCAS",5,1000,472.457748,4.724577,59.293381,0.125500,1.894705
"MS Queue using DWCAS",5,1000,472.066240,4.720662,56.849473,0.120427,1.894288
"MS Queue using DWCAS",6,0,960.835780,9.608358,71.652435,0.074573,0.578857
"MS Queue using DWCAS",6,0,969.713156,9.697132,69.108421,0.071267,0.586143
"MS Queue using DWCAS",6,0,946.585577,9.465856,79.795323,0.084298,0.581058
"MS Queue using DWCAS",6,250,667.296704,6.672967,82.787071,0.124063,0.794079
"MS Queue using DWCAS",6,250,668.006200,6.680062,86.837379,0.129995,0.798832
"MS Queue using DWCAS",6,250,667.230890,6.672309,77.095151,0.115545,0.794157
"MS Queue using DWCAS",6,500,611.124327,6.111243,108.507375,0.177554,1.139398
"MS Queue using DWCAS",6,500,595.600947,5.956009,98.623890,0.165587,1.128791
"MS Queue using DWCAS",6,500,611.693116,6.116931,97.790323,0.159868,1.131853
"MS Queue using DWCAS",6,750,610.128037,6.101280,141.543361,0.231990,1.516319
"MS Queue using DWCAS",6,750,611.487018,6.114870,128.015043,0.209350,1.505145
"MS Queue using DWCAS",6,750,622.151711,6.221517,128.190758,0.206044,1.511109
"MS Queue using DWCAS",6,1000,705.541488,7.055415,163.614627,0.231899,1.937869
"MS Queue using DWCAS",6,1000,705.586443,7.055864,176.192002,0.249710,1.946967
"MS Queue using DWCAS",6,1000,709.033360,7.090334,168.436812,0.237558,1.942322
"MS Queue using DWCAS",7,0,1168.259291,11.682593,83.530230,0.071500,0.598208
"MS Queue using DWCAS",7,0,1168.324651,11.683247,92.514127,0.079185,0.597690
"MS Queue using DWCAS",7,0,1160.498240,11.604982,83.991284,0.072375,0.593041
"MS Queue using DWCAS",7,250,846.410554,8.464106,91.848785,0.108516,0.792488
"MS Queue using DWCAS",7,250,832.601488,8.326015,84.773274,0.101817,0.785378
"MS Queue using DWCAS",7,250,836.949122,8.369491,87.547264,0.104603,0.789849
"MS Queue using DWCAS",7,500,788.082549,7.880825,110.481998,0.140191,1.106616
"MS Queue using DWCAS",7,500,808.062316,8.080623,102.864478,0.127298,1.114270
"MS Queue using DWCAS",7,500,798.363817,7.983638,106.675549,0.133618,1.111877
"MS Queue using DWCAS",7,750,851.455070,8.514551,124.940971,0.146738,1.478493
"MS Queue using DWCAS",7,750,857.205945,8.572059,123.702523,0.144309,1.482654
"MS Queue using DWCAS",7,750,850.176659,8.501767,125.375296,0.147470,1.479168
"MS Queue using DWCAS",7,1000,991.516134,9.915161,153.914400,0.155231,1.889871
"MS Queue using DWCAS",7,1000,986.938855,9.869389,149.960268,0.151945,1.884805
"MS Queue using DWCAS",7,1000,979.388921,9.793889,167.926496,0.171460,1.886509
"MS Queue using DWCAS",8,0,1414.052017,14.140520,46.764086,0.033071,0.606710
"MS Queue using DWCAS",8,0,1417.129723,14.171297,41.670156,0.029405,0.615282
"MS Queue using DWCAS",8,0,1421.117650,14.211176,55.353232,0.038950,0.612113
"MS Queue using DWCAS",8,250,1101.139937,11.011399,38.509350,0.034972,0.802015
"MS Queue using DWCAS",8,250,1109.466732,11.094667,43.099625,0.038847,0.807656
"MS Queue using DWCAS",8,250,1093.290811,10.932908,38.058995,0.034811,0.805370
"MS Queue using DWCAS",8,500,1078.189279,10.781893,40.207782,0.037292,1.111986
"MS Queue using DWCAS",8,500,1064.528968,10.645290,32.327577,0.030368,1.110360
"MS Queue using DWCAS",8,500,1057.889385,10.578894,39.929205,0.037744,1.110270
"MS Queue using DWCAS",8,750,1297.621583,12.976216,59.469446,0.045830,1.525502
"MS Queue using DWCAS",8,750,1247.784230,12.477842,54.467643,0.043651,1.499516
"MS Queue using DWCAS",8,750,1172.496883,11.724969,37.847982,0.032280,1.473046
"MS Queue using DWCAS",8,1000,1384.336614,13.843366,48.440034,0.034992,1.882153
"MS Queue using DWCAS",8,1000,1380.399201,13.803992,62.200931,0.045060,1.878160
"MS Queue using DWCAS",8,1000,1386.526034,13.865260,45.537072,0.032843,1.879888
"MS Queue using DWCAS",9,0,1592.653990,15.926540,76.717622,0.048170,0.613425
"MS Queue using DWCAS",9,0,1587.678086,15.876781,71.769456,0.045204,0.621143
"MS Queue using DWCAS",9,0,1590.116279,15.901163,78.428011,0.049322,0.616343
"MS Queue using DWCAS",9,250,1269.087828,12.690878,71.075113,0.056005,0.811195
"MS Queue using DWCAS",9,250,1235.902559,12.359026,59.860907,0.048435,0.808546
"MS Queue using DWCAS",9,250,1241.994650,12.419946,75.044680,0.060423,0.806815
"MS Queue using DWCAS",9,500,1265.038757,12.650388,72.122255,0.057012,1.123512
"MS Queue using DWCAS",9,500,1266.591300,12.665913,71.609550,0.056537,1.120410
"MS Queue using DWCAS",9,500,1266.443296,12.664433,78.379993,0.061890,1.119398
"MS Queue using DWCAS",9,750,1389.614037,13.896140,94.101507,0.067718,1.479155
"MS Queue using DWCAS",9,750,1411.156541,14.111565,65.620223,0.046501,1.477206
"MS Queue using DWCAS",9,750,1397.174099,13.971741,83.123057,0.059494,1.476728
"MS Queue using DWCAS",9,1000,1666.697878,16.666979,84.379672,0.050627,1.884201
"MS Queue using DWCAS",9,1000,1668.414281,16.684143,78.206089,0.046875,1.882398
"MS Queue using DWCAS",9,1000,1665.120900,16.651209,90.794032,0.054527,1.886585
"MS Queue using DWCAS",10,0,1731.198290,17.311983,117.825096,0.068060,0.623999
"MS Queue using DWCAS",10,0,1783.903378,17.839034,110.765527,0.062092,0.625353
"MS Queue using DWCAS",10,0,1742.119941,17.421199,121.149079,0.069541,0.621805
"MS Queue using DWCAS",10,250,1380.187750,13.801878,128.504039,0.093106,0.817750
"MS Queue using DWCAS",10,250,1415.321674,14.153217,114.989465,0.081246,0.820217
"MS Queue using DWCAS",10,250,1414.280745,14.142807,99.879705,0.070622,0.817650
"MS Queue using DWCAS",10,500,1428.164572,14.281646,129.041110,0.090355,1.128288
"MS Queue using DWCAS",10,500,1432.873894,14.328739,109.618976,0.076503,1.126540
"MS Queue using DWCAS",10,500,1431.066145,14.310661,125.263775,0.087532,1.131219
"MS Queue using DWCAS",10,750,1559.295101,15.592951,147.697402,0.094721,1.478401
"MS Queue using DWCAS",10,750,1578.517947,15.785179,142.199124,0.090084,1.489400
"MS Queue using DWCAS",10,750,1592.664968,15.926650,145.760317,0.091520,1.490349
"MS Queue using DWCAS",10,1000,2003.266117,20.032661,188.950057,0.094321,1.926003
"MS Queue using DWCAS",10,1000,2487.530757,24.875308,223.264250,0.089753,2.081758
"MS Queue using DWCAS",10,1000,1892.053604,18.920536,167.371715,0.088460,1.894467
"MS Queue using DWCAS",11,0,1947.510918,19.475109,128.171745,0.065813,0.629336
"MS Queue using DWCAS",11,0,1952.921246,19.529212,119.548857,0.061215,0.634147
"MS Queue using DWCAS",11,0,1992.598199,19.925982,126.042400,0.063255,0.638284
"MS Queue using DWCAS",11,250,1596.739284,15.967393,123.746932,0.077500,0.821985
"MS Queue using DWCAS",11,250,1575.355787,15.753558,115.282808,0.073179,0.816673
"MS Queue using DWCAS",11,250,1582.041145,15.820411,107.267112,0.067803,0.827004
"MS Queue using DWCAS",11,500,1669.093757,16.690938,122.818633,0.073584,1.134282
"MS Queue using DWCAS",11,500,1639.318815,16.393188,118.486477,0.072278,1.135360
"MS Queue using DWCAS",11,500,1655.930824,16.559308,113.845714,0.068750,1.129046
"MS Queue using DWCAS",11,750,1839.723114,18.397231,131.699364,0.071587,1.485772
"MS Queue using DWCAS",11,750,1814.412935,18.144129,122.745796,0.067650,1.477447
"MS Queue using DWCAS",11,750,1869.389437,18.693894,140.937969,0.075393,1.482358
"MS Queue using DWCAS",11,1000,2201.942852,22.019429,156.181123,0.070929,1.887570
"MS Queue using DWCAS",11,1000,2230.727456,22.307275,148.353556,0.066505,1.892098
"MS Queue using DWCAS",11,1000,2185.698267,21.856983,142.483769,0.065189,1.881889
"MS Queue using DWCAS",12,0,2282.574348,22.825743,123.463380,0.054090,0.653997
"MS Queue using DWCAS",12,0,2206.052246,22.060522,135.511376,0.061427,0.647543
"MS Queue using DWCAS",12,0,2268.870353,22.688704,118.111127,0.052057,0.655471
"MS Queue using DWCAS",12,250,1810.173095,18.101731,98.538668,0.054436,0.824359
"MS Queue using DWCAS",12,250,1791.423559,17.914236,94.550683,0.052780,0.817309
"MS Queue using DWCAS",12,250,1761.073266,17.610733,86.730603,0.049249,0.809216
"MS Queue using DWCAS",12,500,2267.899946,22.678999,126.332633,0.055705,1.221045
"MS Queue using DWCAS",12,500,2198.394449,21.983944,139.981674,0.063675,1.216062
"MS Queue using DWCAS",12,500,2028.169604,20.281696,169.073956,0.083363,1.166866
"MS Queue using DWCAS",12,750,2203.925705,22.039257,105.799698,0.048005,1.500057
"MS Queue using DWCAS",12,750,2163.557469,21.635575,101.398297,0.046866,1.483518
"MS Queue using DWCAS",12,750,2171.230764,21.712308,104.201053,0.047992,1.483155
"MS Queue using DWCAS",12,1000,2605.271298,26.052713,136.853841,0.052530,1.891157
"MS Queue using DWCAS",12,1000,3027.919400,30.279194,425.591986,0.140556,2.036973
"MS Queue using DWCAS",12,1000,2589.620035,25.896200,138.527709,0.053493,1.887927
"Baskets Queue using DWCAS",1,0,123.184310,1.231843,0.156795,0.001273,0.416781
"Baskets Queue using DWCAS",1,0,123.216415,1.232164,0.129203,0.001049,0.416664
"Baskets Queue using DWCAS",1,0,123.333652,1.233337,0.057972,0.000470,0.417072
"Baskets Queue using DWCAS",1,250,107.740232,1.077402,0.074185,0.000689,1.418498
"Baskets Queue using DWCAS",1,250,107.784241,1.077842,0.220379,0.002045,1.419129
"Baskets Queue using DWCAS",1,250,109.153175,1.091532,2.091481,0.019161,1.424161
"Baskets Queue using DWCAS",1,500,106.772063,1.067721,1.438460,0.013472,2.459890
"Baskets Queue using DWCAS",1,500,101.337531,1.013375,0.470382,0.004642,2.443828
"Baskets Queue using DWCAS",1,500,101.993874,1.019939,0.642950,0.006304,2.445633
"Baskets Queue using DWCAS",1,750,111.170962,1.111710,0.213414,0.001920,3.518686
"Baskets Queue using DWCAS",1,750,111.315814,1.113158,0.274249,0.002464,3.519256
"Baskets Queue using DWCAS",1,750,111.670812,1.116708,0.126435,0.001132,3.520253
"Baskets Queue using DWCAS",1,1000,111.582753,1.115828,0.291039,0.002608,4.564042
"Baskets Queue using DWCAS",1,1000,111.855078,1.118551,0.243559,0.002177,4.564808
"Baskets Queue using DWCAS",1,1000,110.585667,1.105857,0.142747,0.001291,4.560753
"Baskets Queue using DWCAS",2,0,336.551639,3.365516,6.151660,0.018279,0.575550
"Baskets Queue using DWCAS",2,0,344.080783,3.440808,1.671779,0.004859,0.580971
"Baskets Queue using DWCAS",2,0,339.567327,3.395673,3.898100,0.011480,0.574491
"Baskets Queue using DWCAS",2,250,215.974295,2.159743,1.909461,0.008841,1.007276
"Baskets Queue using DWCAS",2,250,214.499840,2.144998,0.671942,0.003133,1.002386
"Baskets Queue using DWCAS",2,250,213.749263,2.137493,0.359677,0.001683,1.000723
"Baskets Queue using DWCAS",2,500,190.362650,1.903626,0.622306,0.003269,1.592916
"Baskets Queue using DWCAS",2,500,188.702764,1.887028,1.726460,0.009149,1.590451
"Baskets Queue using DWCAS",2,500,192.207145,1.922071,1.863094,0.009693,1.598126
"Baskets Queue using DWCAS",2,750,199.014433,1.990144,2.418768,0.012154,2.236643
"Baskets Queue using DWCAS",2,750,198.081690,1.980817,3.315952,0.016740,2.235889
"Baskets Queue using DWCAS",2,750,196.746312,1.967463,3.297342,0.016759,2.232410
"Baskets Queue using DWCAS",2,1000,192.657595,1.926576,0.882485,0.004581,2.851711
"Baskets Queue using DWCAS",2,1000,193.253519,1.932535,2.119057,0.010965,2.854730
"Baskets Queue using DWCAS",2,1000,193.037094,1.930371,2.952774,0.015296,2.854963
"Baskets Queue using DWCAS",3,0,528.503053,5.285031,6.329818,0.011977,0.598602
"Baskets Queue using DWCAS",3,0,524.123072,5.241231,9.049838,0.017267,0.596051
"Baskets Queue using DWCAS",3,0,524.861866,5.248619,6.537922,0.012456,0.595401
"Baskets Queue using DWCAS",3,250,365.694528,3.656945,4.550410,0.012443,0.914473
"Baskets Queue using DWCAS",3,250,361.238503,3.612385,6.634934,0.018367,0.913328
"Baskets Queue using DWCAS",3,250,361.812933,3.618129,6.042264,0.016700,0.913384
"Baskets Queue using DWCAS",3,500,270.105587,2.701056,1.307250,0.004840,1.299145
"Baskets Queue using DWCAS",3,500,261.436283,2.614363,3.755978,0.014367,1.290221
"Baskets Queue using DWCAS",3,500,265.698740,2.656987,2.546619,0.009585,1.295095
"Baskets Queue using DWCAS",3,750,249.039557,2.490396,1.856256,0.007454,1.765444
"Baskets Queue using DWCAS",3,750,245.518034,2.455180,1.396119,0.005686,1.759991
"Baskets Queue using DWCAS",3,750,247.586660,2.475867,3.062977,0.012371,1.763458
"Baskets Queue using DWCAS",3,1000,231.190717,2.311907,2.021648,0.008745,2.233030
"Baskets Queue using DWCAS",3,1000,231.154993,2.311550,2.463559,0.010658,2.233089
"Baskets Queue using DWCAS",3,1000,231.074396,2.310744,1.965507,0.008506,2.233372
"Baskets Queue using DWCAS",4,0,759.564639,7.595646,3.542355,0.004664,0.643251
"Baskets Queue using DWCAS",4,0,759.942226,7.599422,3.817085,0.005023,0.643679
"Baskets Queue using DWCAS",4,0,749.669417,7.496694,16.812032,0.022426,0.640359
"Baskets Queue using DWCAS",4,250,510.382052,5.103821,6.256596,0.012259,0.868412
"Baskets Queue using DWCAS",4,250,515.530406,5.155304,4.718822,0.009153,0.870835
"Baskets Queue using DWCAS",4,250,508.776179,5.087762,6.299528,0.012382,0.867728
"Baskets Queue using DWCAS",4,500,379.400776,3.794008,7.473905,0.019699,1.182656
"Baskets Queue using DWCAS",4,500,381.458081,3.814581,7.525309,0.019728,1.183597
"Baskets Queue using DWCAS",4,500,381.629010,3.816290,4.732260,0.012400,1.181180
"Baskets Queue using DWCAS",4,750,316.705597,3.167056,9.982526,0.031520,1.554826
"Baskets Queue using DWCAS",4,750,318.078029,3.180780,7.657284,0.024074,1.552590
"Baskets Queue using DWCAS",4,750,319.159798,3.191598,9.980828,0.031272,1.555198
"Baskets Queue using DWCAS",4,1000,281.967306,2.819673,8.629750,0.030605,1.943006
"Baskets Queue using DWCAS",4,1000,284.141463,2.841415,11.955406,0.042076,1.949255
"Baskets Queue using DWCAS",4,1000,283.852608,2.838526,10.619651,0.037413,1.947557
"Baskets Queue using DWCAS",5,0,918.982039,9.189820,29.713940,0.032334,0.637584
"Baskets Queue using DWCAS",5,0,911.672507,9.116725,36.028389,0.039519,0.635053
"Baskets Queue using DWCAS",5,0,929.718328,9.297183,26.488606,0.028491,0.644499
"Baskets Queue using DWCAS",5,250,678.303977,6.783040,36.340165,0.053575,0.873288
"Baskets Queue using DWCAS",5,250,676.640881,6.766409,35.967212,0.053156,0.871326
"Baskets Queue using DWCAS",5,250,681.927334,6.819273,34.735661,0.050937,0.875935
"Baskets Queue using DWCAS",5,500,583.010412,5.830104,36.611196,0.062797,1.197618
"Baskets Queue using DWCAS",5,500,579.056492,5.790565,44.457191,0.076775,1.198937
"Baskets Queue using DWCAS",5,500,582.440732,5.824407,43.705974,0.075039,1.201989
"Baskets Queue using DWCAS",5,750,560.983002,5.609830,49.272920,0.087833,1.568366
"Baskets Queue using DWCAS",5,750,564.308303,5.643083,51.233953,0.090791,1.572810
"Baskets Queue using DWCAS",5,750,560.274463,5.602745,56.129001,0.100181,1.569514
"Baskets Queue using DWCAS",5,1000,582.405245,5.824052,55.841843,0.095881,1.965987
"Baskets Queue using DWCAS",5,1000,581.982390,5.819824,60.745891,0.104378,1.966383
"Baskets Queue using DWCAS",5,1000,585.195410,5.851954,50.087913,0.085592,1.963107
"Baskets Queue using DWCAS",6,0,1055.906626,10.559066,71.148354,0.067381,0.638791
"Baskets Queue using DWCAS",6,0,1059.716843,10.597168,71.414233,0.067390,0.640385
"Baskets Queue using DWCAS",6,0,1059.308169,10.593082,69.213445,0.065338,0.636359
"Baskets Queue using DWCAS",6,250,813.545722,8.135457,84.337850,0.103667,0.880099
"Baskets Queue using DWCAS",6,250,800.562050,8.005621,92.721003,0.115820,0.874192
"Baskets Queue using DWCAS",6,250,810.313053,8.103131,89.597017,0.110571,0.874879
"Baskets Queue using DWCAS",6,500,741.342517,7.413425,110.118491,0.148539,1.211676
"Baskets Queue using DWCAS",6,500,735.587456,7.355875,115.733608,0.157335,1.212832
"Baskets Queue using DWCAS",6,500,729.716110,7.297161,113.374711,0.155368,1.203067
"Baskets Queue using DWCAS",6,750,765.740028,7.657400,145.275140,0.189719,1.599229
"Baskets Queue using DWCAS",6,750,757.828309,7.578283,143.927110,0.189920,1.589525
"Baskets Queue using DWCAS",6,750,758.449994,7.584500,146.739477,0.193473,1.604429
